LSOA11CD,population
E01023276,1762
E01023277,1272
E01023278,1501
E01023279,1411
E01023280,1635
E01023281,1816
E01023282,2162
E01023285,1965
E01023286,1562
E01023287,3079
E01023288,1478
E01032859,1942
E01032860,1973
E01034731,1648
E01034732,1378
E01034733,1967
E01034734,2448
E01023289,1747
E01023290,1581
E01023291,1555
E01023292,1597
E01023293,1810
E01023294,2005
E01023295,1364
E01023296,1930
E01023297,1378
E01023298,1578
E01023299,1996
E01023300,1615
E01023301,1980
E01023302,1482
E01023303,1580
E01023304,1582
E01023305,1403
E01023306,1529
E01023307,1552
E01023308,1708
E01023309,1651
E01023310,2888
E01023311,2269
E01023312,1739
E01023313,1675
E01023314,1595
E01023315,1765
E01023316,1319
E01023317,2614
E01023318,1599
E01023319,1546
E01023320,2314
E01023321,1974
E01023322,2211
E01023323,1746
E01023324,1350
E01023325,1379
E01023326,1594
E01023327,1329
E01023328,1425
E01023329,1307
E01023330,1828
E01023331,1789
E01023332,2595
E01023333,2190
E01023334,1836
E01023335,1760
E01023336,2237
E01023337,2124
E01023339,1574
E01023340,1859
E01023341,1817
E01023343,2167
E01023344,1888
E01035583,1359
E01035584,1587
E01035585,1657
E01035586,1372
E01023345,2290
E01023346,3024
E01023347,1553
E01023348,1609
E01023349,1921
E01023350,1890
E01023351,1749
E01023352,2421
E01023354,2524
E01023355,1568
E01023356,1109
E01023357,1756
E01023358,1584
E01023359,1893
E01023360,1590
E01023361,1672
E01023362,1791
E01023363,1499
E01023364,1344
E01023365,1372
E01023366,1515
E01023367,1260
E01023368,1815
E01023369,1609
E01023370,1731
E01023371,1846
E01023372,1526
E01023373,2072
E01023374,1451
E01023375,1566
E01023376,1223
E01023377,1309
E01023378,1902
E01023379,1662
E01023380,1213
E01023381,1305
E01023382,1596
E01023383,1449
E01023384,1993
E01023385,1574
E01023386,1569
E01023387,1390
E01023388,1578
E01023389,1706
E01023390,2198
E01023391,1715
E01023392,1670
E01023393,1682
E01023394,1435
E01023395,1673
E01023396,1629
E01023397,1319
E01023399,1734
E01023400,2694
E01023401,1876
E01023402,1908
E01023403,1662
E01023404,1310
E01023405,1654
E01023406,1970
E01023407,1744
E01023408,1702
E01023409,1938
E01023410,1309
E01023411,1689
E01023412,1231
E01023413,1373
E01023414,2480
E01023415,1428
E01023416,1467
E01023417,1633
E01023418,1474
E01023419,2047
E01023420,1640
E01023421,1657
E01023422,1338
E01023423,1857
E01023424,1577
E01023425,1386
E01023426,1654
E01023427,1855
E01023428,1465
E01023429,1929
E01023430,1556
E01023431,1376
E01023432,1662
E01023433,1502
E01023434,1719
E01023435,1647
E01023436,1273
E01023437,1491
E01033022,1565
E01033023,2609
E01035562,1920
E01035563,1766
E01035564,1313
E01023523,1717
E01023524,1476
E01023525,1746
E01023526,1777
E01023527,1445
E01023528,1412
E01023529,1503
E01023530,1377
E01023531,2001
E01023532,1653
E01023533,1728
E01023534,1866
E01023535,1852
E01023536,1744
E01023537,3104
E01023538,2252
E01023540,1826
E01023541,2482
E01023542,2002
E01023543,1446
E01023544,1217
E01023545,1808
E01023546,2064
E01023547,1890
E01023548,2197
E01023549,1792
E01023550,1904
E01023551,1614
E01023552,1690
E01023553,2227
E01023554,1822
E01023555,2107
E01023556,2103
E01023557,1541
E01023558,1943
E01023559,1829
E01023560,1950
E01023561,1727
E01023562,1929
E01023563,1910
E01023564,1757
E01023565,1802
E01023566,1471
E01023567,2035
E01023568,1545
E01023569,1740
E01023570,1433
E01023571,1645
E01023572,1712
E01023573,1310
E01023574,1662
E01023575,1560
E01023576,1532
E01023577,1777
E01023578,1692
E01023579,1435
E01023580,1699
E01023581,1221
E01023582,1610
E01023583,1420
E01023584,1072
E01035598,1672
E01035599,1737
E01023585,1211
E01023586,1669
E01023587,1031
E01023588,1392
E01023589,1743
E01023590,1828
E01023591,1528
E01023592,1675
E01023593,1525
E01023594,2665
E01023595,1526
E01023596,1237
E01023597,1267
E01023598,1628
E01023600,1577
E01023601,2306
E01023602,1634
E01023603,1630
E01023604,1414
E01023605,1444
E01023606,1800
E01023607,1513
E01023608,1630
E01023609,1715
E01023610,1453
E01023611,1630
E01023612,1888
E01023613,1660
E01023614,2087
E01023615,1897
E01023616,2656
E01023617,1557
E01023618,1761
E01023619,1849
E01023620,1361
E01023621,1338
E01023622,1231
E01023623,1571
E01023624,1392
E01023625,1159
E01023626,2293
E01023627,1887
E01023628,1921
E01023629,1813
E01023630,1945
E01023631,1743
E01023632,1938
E01023633,1321
E01023634,1327
E01023635,1511
E01023636,1991
E01023637,1875
E01023638,1687
E01023639,1254
E01023640,1354
E01023641,1459
E01023642,1256
E01023643,1192
E01023644,1762
E01023645,1585
E01023646,1472
E01023647,1453
E01023648,1239
E01023649,1274
E01023650,1552
E01023651,1253
E01023652,1508
E01023653,2636
E01023654,1683
E01023655,2448
E01023656,2422
E01023657,2586
E01023658,2122
E01023659,1355
E01023660,2428
E01023661,1412
E01023662,2078
E01023663,2039
E01033024,1528
E01033025,1333
E01033026,1692
E01033027,1496
E01023802,1622
E01023803,1582
E01023804,1538
E01023805,1817
E01023806,2463
E01023807,1542
E01023809,2000
E01023810,1852
E01023811,1501
E01023812,1479
E01023813,1685
E01023814,1119
E01023815,1659
E01023816,1327
E01023817,1472
E01023818,1455
E01023819,1676
E01023820,1337
E01023821,1349
E01023822,1428
E01023823,1687
E01023824,2145
E01023825,2457
E01023826,1599
E01023827,2478
E01023828,1749
E01023829,1843
E01023830,1418
E01023831,2131
E01023832,2167
E01023834,1768
E01023835,1451
E01023836,1397
E01023837,1643
E01023838,1301
E01023839,2173
E01023840,1878
E01023841,1720
E01023842,1765
E01023843,2284
E01023844,2404
E01023845,1947
E01023846,1668
E01023847,1893
E01023848,1895
E01023849,1414
E01023850,1640
E01023851,1903
E01023852,1477
E01023853,2218
E01023854,1903
E01035600,1481
E01035601,1278
E01035602,1232
E01035603,2497
E01023855,2604
E01023856,2725
E01023857,1917
E01023858,2035
E01023860,2283
E01023862,2890
E01023863,1840
E01023864,1835
E01023865,2107
E01023866,2081
E01023868,1915
E01023869,1523
E01023870,1831
E01023871,1910
E01023872,1777
E01023873,1422
E01023874,1351
E01023875,2270
E01023876,1829
E01023877,1703
E01023878,2065
E01023880,2436
E01023881,1694
E01023882,1617
E01023883,1876
E01023884,2032
E01023885,1788
E01023886,3023
E01023887,1855
E01023888,1723
E01023889,1791
E01023890,1303
E01023891,1478
E01023892,1346
E01023893,1687
E01023894,1418
E01023895,1711
E01023896,1301
E01023897,1624
E01023898,1570
E01023899,1840
E01023900,1938
E01023901,2259
E01023902,2129
E01023903,1752
E01023904,2248
E01023905,2103
E01023906,1511
E01023907,1987
E01035572,1431
E01035573,1637
E01035574,1560
E01035575,1406
E01035576,1156
E01035577,1812
E01035578,1525
E01035579,2071
E01035580,1620
E01023972,1368
E01023973,2962
E01023974,1620
E01023975,2390
E01023976,1910
E01023977,1483
E01023978,1417
E01023979,1412
E01023980,1145
E01023981,1605
E01023983,1623
E01023984,1348
E01023985,1281
E01023986,1571
E01023987,1058
E01023988,1613
E01023989,1408
E01023990,1368
E01023992,1990
E01023993,1467
E01023995,1229
E01023996,1293
E01023997,1620
E01023998,1231
E01023999,2320
E01024001,1653
E01024002,1537
E01024003,1955
E01024004,3189
E01024005,1606
E01024006,1278
E01024008,1986
E01024009,1332
E01024010,1441
E01024011,1299
E01024012,1147
E01024013,1891
E01024014,1908
E01024015,1632
E01024016,1291
E01024017,1941
E01024019,1744
E01024020,2118
E01024021,1492
E01024022,1576
E01024023,2730
E01024024,2215
E01024025,1550
E01024026,1287
E01024028,1850
E01024029,2778
E01024031,1748
E01024032,2388
E01024033,1945
E01024035,1088
E01024036,1568
E01024037,2253
E01024038,2059
E01024039,1670
E01024040,1342
E01024041,1174
E01032810,1583
E01032811,1608
E01032812,1764
E01032813,1920
E01032814,2496
E01032815,1024
E01032816,2296
E01032817,1206
E01032818,1532
E01032819,1801
E01032820,2775
E01032821,3070
E01032822,1464
E01032823,1691
E01032824,1470
E01034985,1475
E01034986,1812
E01034987,2167
E01034988,1812
E01034989,2577
E01024042,1448
E01024043,1364
E01024044,2691
E01024045,1692
E01024046,1945
E01024047,2321
E01024048,2141
E01024049,1798
E01024052,2451
E01024053,2192
E01024054,1761
E01024055,1580
E01024056,1843
E01024057,1742
E01024058,1627
E01024059,1409
E01024060,1486
E01024061,1655
E01024062,2182
E01024063,1547
E01024064,3069
E01024065,2097
E01024066,1631
E01024067,1289
E01024068,1676
E01024069,1168
E01024070,1207
E01024071,1630
E01024072,1045
E01024073,2649
E01024074,1453
E01024075,1648
E01024076,1854
E01024077,2559
E01024078,2014
E01024079,1581
E01024080,1323
E01024081,1527
E01024082,1416
E01024083,1369
E01024084,1352
E01024085,1884
E01024086,2285
E01024087,1764
E01024088,1658
E01024089,1174
E01024090,2772
E01024091,1432
E01024092,1750
E01024093,2313
E01024094,2670
E01024095,1451
E01024096,1880
E01024097,1550
E01024098,1464
E01024099,1467
E01024100,1474
E01024101,1855
E01024102,1768
E01024103,1573
E01024104,1996
E01024105,1496
E01024106,1599
E01024107,1480
E01024108,1219
E01024109,2301
E01024110,1804
E01024111,1599
E01024112,1566
E01024113,1366
E01024114,1696
E01024115,1436
E01024116,1464
E01024117,1485
E01024118,1768
E01024119,1525
E01024120,1595
E01024121,1660
E01024122,1464
E01024123,1717
E01024124,1063
E01024126,1582
E01024127,2182
E01024128,1775
E01024129,1814
E01024131,2575
E01032807,1475
E01032808,1639
E01035308,1181
E01035309,4984
E01035310,1596
E01035311,1382
E01024132,1300
E01024133,1403
E01024134,1637
E01024135,1428
E01024136,1563
E01024137,1913
E01024138,1982
E01024139,1889
E01024143,2655
E01024144,1436
E01024145,1674
E01024146,1455
E01024147,1767
E01024150,1521
E01024151,1466
E01024152,2669
E01024153,1367
E01024154,1362
E01024155,2651
E01024156,1741
E01024157,1796
E01024158,2128
E01024159,1609
E01024160,1398
E01024161,2109
E01024162,2300
E01024163,1974
E01024164,2073
E01024165,1703
E01024166,1759
E01024167,2354
E01024168,1192
E01024169,2311
E01024170,1567
E01024171,1602
E01024172,2506
E01024173,1794
E01024174,1122
E01024175,1298
E01024176,1885
E01024177,1577
E01024178,1618
E01024179,3174
E01024180,2775
E01024181,2582
E01024182,2234
E01024183,1439
E01024184,2327
E01024185,2412
E01024186,1362
E01024187,1262
E01024188,1495
E01024189,1530
E01035270,1805
E01035271,1923
E01035272,1556
E01035273,1259
E01035274,1338
E01035275,1737
E01035276,2006
E01035277,1655
E01035278,1747
E01035279,2126
E01035280,4895
E01035281,2526
E01035282,1621
E01035283,1671
E01024190,1571
E01024192,2113
E01024193,1497
E01024194,1504
E01024195,1445
E01024196,1500
E01024197,1512
E01024198,2456
E01024200,1597
E01024201,1489
E01024202,1861
E01024203,1720
E01024204,1695
E01024205,1498
E01024206,2258
E01024207,1818
E01024208,1675
E01024209,1828
E01024212,1443
E01024213,1423
E01024214,1733
E01024215,1690
E01024216,1505
E01024218,1376
E01024219,1375
E01024220,1708
E01024221,1378
E01024222,1597
E01024223,1636
E01024224,1525
E01024225,1668
E01024226,1484
E01024227,1381
E01024228,1212
E01024229,1375
E01024230,1282
E01024231,1291
E01024232,1976
E01024233,1598
E01024234,1446
E01024235,1598
E01024236,1706
E01024237,1533
E01024238,2045
E01024239,1893
E01024240,1838
E01024241,2268
E01024242,1839
E01024243,1895
E01024244,1749
E01024245,2062
E01024246,2172
E01024247,2235
E01024248,2034
E01024249,2082
E01024250,1558
E01024251,1608
E01024252,2178
E01024253,1748
E01024254,2517
E01024255,1880
E01024256,2176
E01033209,1135
E01033210,2622
E01033211,1592
E01035312,1813
E01035313,1505
E01035314,2290
E01035315,2058
E01024257,2137
E01024258,1739
E01024259,1613
E01024260,1704
E01024261,2249
E01024262,1827
E01024263,1676
E01024264,1689
E01024265,1261
E01024266,1163
E01024267,1422
E01024268,1491
E01024269,1833
E01024270,1436
E01024271,1357
E01024272,1426
E01024273,1625
E01024274,1440
E01024275,1373
E01024276,2756
E01024277,2141
E01024278,2167
E01024279,2195
E01024281,1454
E01024282,1779
E01024283,1293
E01024284,1736
E01024285,1306
E01024286,1463
E01024287,1538
E01024288,1351
E01024290,1717
E01024291,1866
E01024292,1661
E01024293,1837
E01024294,2964
E01024295,2110
E01024296,2999
E01024297,1549
E01024298,1361
E01024299,1442
E01024300,1408
E01024301,1249
E01024302,1547
E01024303,1591
E01024304,1732
E01024305,1770
E01024306,1829
E01024307,1675
E01024308,1580
E01024309,1387
E01024310,1645
E01024311,1333
E01024312,1410
E01024313,1551
E01024314,1374
E01024315,1723
E01024316,3259
E01024317,1666
E01024318,1702
E01024319,1572
E01032799,1601
E01032800,1261
E01035284,2006
E01035285,1654
E01024320,2474
E01024321,1750
E01024322,1180
E01024323,1873
E01024324,1413
E01024325,2625
E01024326,1829
E01024327,1599
E01024328,1721
E01024329,1553
E01024330,1684
E01024331,1844
E01024332,1318
E01024333,1327
E01024335,1693
E01024336,2042
E01024337,1455
E01024339,2423
E01024340,2695
E01024341,1916
E01024342,2530
E01024343,1423
E01024344,2017
E01024345,1709
E01024346,1367
E01024347,2054
E01024348,1399
E01024349,1337
E01024350,2941
E01024351,1640
E01024352,1978
E01024353,2170
E01024354,1536
E01024355,2158
E01024356,1858
E01024357,1734
E01024358,1971
E01024360,1569
E01024361,1972
E01024362,2179
E01024364,2061
E01024365,2716
E01024366,1848
E01024367,1762
E01024369,1630
E01024371,1817
E01024372,2590
E01024373,2445
E01024374,1950
E01024375,2452
E01024376,2749
E01024377,1784
E01024378,1637
E01024379,1979
E01024380,2445
E01024381,2308
E01024382,2030
E01024383,3425
E01024384,2001
E01024385,1719
E01024386,1940
E01024387,2636
E01024390,1893
E01024391,1416
E01024392,1754
E01024393,1713
E01024394,1488
E01024395,1444
E01024396,1594
E01024397,1517
E01024398,1668
E01024399,1366
E01024400,1423
E01024401,2118
E01024402,1536
E01024403,2486
E01024404,1661
E01024405,2795
E01024406,2277
E01024407,2323
E01024408,1538
E01024409,1501
E01024410,2082
E01024411,1533
E01033087,1887
E01033088,2386
E01033089,1916
E01033091,1810
E01033092,1895
E01034990,2317
E01034991,1577
E01034992,1242
E01034993,1587
E01034994,1937
E01034995,1621
E01034996,1569
E01034997,1573
E01034998,1426
E01034999,2018
E01024413,1678
E01024414,1601
E01024415,1305
E01024416,1770
E01024417,1624
E01024418,1438
E01024419,1768
E01024420,2081
E01024421,2093
E01024423,1783
E01024424,1364
E01024425,2228
E01024426,2273
E01024427,1478
E01024428,1358
E01024429,1686
E01024430,1319
E01024431,1875
E01024432,1549
E01024433,1491
E01024434,1996
E01024435,1663
E01024436,1524
E01024437,1526
E01024438,1465
E01024439,1799
E01024440,1913
E01024441,1502
E01024442,1551
E01024443,1516
E01024444,1298
E01024445,1336
E01024446,1390
E01024447,1344
E01024448,1252
E01024449,1472
E01024450,1590
E01024451,2501
E01024452,1510
E01024453,1656
E01024454,1498
E01024455,1185
E01024456,1251
E01024457,1299
E01024458,1417
E01024459,1661
E01024460,1756
E01024461,2482
E01024462,1666
E01024463,1552
E01024464,1669
E01024465,1501
E01024466,1350
E01024467,1821
E01024468,1706
E01024469,1887
E01024470,1620
E01024471,2097
E01024472,1505
E01024473,1692
E01024474,1683
E01024475,1734
E01024476,1895
E01024477,1591
E01024478,1605
E01024479,1645
E01024480,1952
E01024481,1674
E01024482,1587
E01024483,1571
E01024484,1297
E01024485,1685
E01032619,1569
E01035000,1659
E01035001,1420
E01024486,1881
E01024487,1382
E01024488,1268
E01024489,1602
E01024490,1991
E01024491,1459
E01024492,1606
E01024493,1578
E01024494,2037
E01024495,2504
E01024496,1409
E01024497,1561
E01024498,1611
E01024499,1648
E01024500,1288
E01024501,1483
E01024502,1534
E01024503,1719
E01024504,1927
E01024505,1816
E01024507,1894
E01024508,2147
E01024509,1480
E01024510,1541
E01024511,1917
E01024512,1809
E01024513,1657
E01024514,1327
E01024515,1959
E01024516,1349
E01024517,1601
E01024518,1637
E01024519,2309
E01024520,1556
E01024521,1604
E01024522,1503
E01024523,1524
E01024524,1454
E01024525,1461
E01024526,1437
E01024527,1556
E01024528,1281
E01024529,1438
E01024530,2060
E01024531,1424
E01024532,1195
E01024533,1104
E01024534,1534
E01024535,2374
E01024536,1880
E01024537,1666
E01024538,1706
E01024539,2096
E01024540,1939
E01024541,2509
E01024542,2011
E01024544,1432
E01024545,1501
E01024546,2129
E01024547,1295
E01024548,1381
E01024549,1226
E01024550,1997
E01033212,1593
E01033213,2036
E01033214,2133
E01033215,1445
E01024551,2275
E01024552,2720
E01024553,2011
E01024554,2660
E01024555,1388
E01024556,1269
E01024557,1498
E01024558,1793
E01024559,1529
E01024560,1434
E01024561,2342
E01024562,1711
E01024563,1757
E01024564,1671
E01024565,1287
E01024566,1474
E01024569,1965
E01024570,1912
E01024571,2171
E01024572,1488
E01024573,1406
E01024575,1207
E01024576,1647
E01024577,1309
E01024578,1704
E01024580,2075
E01024581,1306
E01024582,1557
E01024583,1771
E01024584,2128
E01024585,1394
E01024586,1637
E01024587,1964
E01024588,1660
E01024589,1728
E01024590,1633
E01024591,2897
E01024592,1256
E01024593,1449
E01024594,1669
E01024595,1592
E01024596,1789
E01024597,1900
E01024598,1832
E01024599,2154
E01024600,1478
E01024601,1765
E01024602,1408
E01024603,1213
E01024604,1456
E01024605,1292
E01024606,1337
E01024608,2307
E01024609,1548
E01024610,1901
E01024611,1703
E01024612,1758
E01024613,1646
E01024614,1641
E01024615,1518
E01024616,1781
E01024619,1468
E01024620,1651
E01024621,1455
E01024622,1836
E01024623,2289
E01024624,3060
E01024625,1933
E01024626,2661
E01024627,2150
E01024628,1551
E01024629,1593
E01024630,1719
E01024631,1673
E01024632,1514
E01032653,1574
E01032655,1907
E01032656,2617
E01032735,1672
E01032737,1532
E01035298,1577
E01035299,1734
E01035300,2255
E01035301,1960
E01035302,1672
E01035303,1508
E01035304,2129
E01035305,1769
E01035306,1703
E01035307,1446
E01024633,1624
E01024634,1364
E01024635,1701
E01024636,2137
E01024637,1750
E01024638,1678
E01024639,1732
E01024640,1683
E01024641,1525
E01024642,1392
E01024643,1118
E01024644,1285
E01024645,1606
E01024646,2218
E01024647,1609
E01024648,1532
E01024649,1887
E01024650,1544
E01024651,1532
E01024652,2168
E01024653,1686
E01024654,1543
E01024655,1574
E01024656,1695
E01024657,2614
E01024658,2322
E01024659,1714
E01024660,1869
E01024661,1622
E01024662,1503
E01024663,1537
E01024664,1571
E01024665,1499
E01024666,1645
E01024667,1978
E01024668,1364
E01024669,1790
E01024670,1714
E01024671,1641
E01024672,1528
E01024673,1864
E01024674,1581
E01024675,2143
E01024676,2124
E01024677,1844
E01024679,1208
E01024680,1665
E01024681,1928
E01024682,2360
E01024683,1687
E01024684,1884
E01024685,1746
E01024686,1682
E01024687,1385
E01024688,1783
E01024689,1239
E01024690,1462
E01024691,1543
E01024692,1687
E01024693,1310
E01024694,1612
E01024695,1286
E01024696,1631
E01024697,1213
E01024698,1431
E01024699,1859
E01024700,1744
E01024702,1353
E01024703,2016
E01024704,1814
E01024705,996
E01024706,1426
E01024707,1303
E01024708,1939
E01024709,1354
E01024710,1478
E01024711,1401
E01024712,1588
E01024713,1855
E01024714,1668
E01024715,1884
E01024716,2044
E01035316,1127
E01035317,1172
E01035318,2374
E01035319,1504
E01024717,2438
E01024718,1358
E01024719,2406
E01024720,1391
E01024721,1352
E01024722,1358
E01024723,1609
E01024724,2135
E01024725,2249
E01024726,1875
E01024728,1690
E01024729,1671
E01024730,1361
E01024731,1140
E01024732,2298
E01024733,1794
E01024734,1714
E01024735,1556
E01024736,1871
E01024737,2538
E01024740,2007
E01024741,1646
E01024742,2032
E01024743,1899
E01024744,1966
E01024745,1745
E01024746,1105
E01024747,1561
E01024748,1428
E01024749,1650
E01024750,1542
E01024751,1463
E01024752,1652
E01024753,1578
E01024754,1794
E01024755,2017
E01024756,1538
E01024757,1666
E01024758,1781
E01024760,1420
E01024761,2159
E01024762,2274
E01024763,1339
E01024764,1422
E01024765,1280
E01024767,2158
E01024768,1878
E01024771,1941
E01024772,1606
E01024773,1728
E01024775,1653
E01024776,1420
E01024777,1163
E01024778,2018
E01024779,1877
E01024780,1584
E01024781,1968
E01024782,1231
E01024783,1908
E01024785,1589
E01024786,1981
E01032620,2471
E01032825,3630
E01032826,1763
E01032827,2092
E01032828,1152
E01032829,1808
E01032830,2510
E01035002,1519
E01035003,2134
E01035004,1256
E01035005,1308
E01035006,1495
E01035007,1651
E01035008,1687
E01035009,1843
E01035010,1583
E01035011,1480
E01024787,1395
E01024788,1501
E01024789,2314
E01024790,1213
E01024791,1366
E01024792,1840
E01024793,1903
E01024794,1850
E01024795,1477
E01024796,1388
E01024797,1673
E01024798,2451
E01024799,2195
E01024800,1658
E01024802,1829
E01024803,2414
E01024804,1443
E01024805,1632
E01024806,1680
E01024807,1780
E01024808,1773
E01024809,1447
E01024810,1649
E01024811,1181
E01024812,2050
E01024813,1682
E01024814,1221
E01024815,1131
E01024816,2105
E01024817,1700
E01024818,1798
E01024819,1675
E01024820,1710
E01024821,2025
E01024822,2441
E01024823,2076
E01024824,1788
E01024825,1401
E01024826,1311
E01024827,1522
E01024828,1571
E01024829,1623
E01024830,1917
E01024831,1317
E01024832,1694
E01024833,2765
E01024834,2260
E01024835,2196
E01024836,1750
E01024837,1774
E01024838,1789
E01024839,3425
E01024840,1894
E01024841,2056
E01024842,1630
E01024843,1424
E01024844,1637
E01024845,1393
E01024846,1700
E01024847,1646
E01024848,1417
E01024849,1611
E01024850,1385
E01024851,1734
E01024852,1405
E01024853,1335
E01024854,1665
E01035012,1280
E01035013,1713
E01024855,1450
E01024856,2348
E01024857,1579
E01024858,1973
E01024859,1529
E01024860,1300
E01024861,1259
E01024862,1527
E01024863,1566
E01024864,1641
E01024865,1393
E01024866,1725
E01024867,1348
E01024868,1177
E01024869,1547
E01024870,1095
E01024871,1279
E01024872,1697
E01024873,1402
E01024874,1079
E01024875,2092
E01024876,2173
E01024877,2235
E01024878,2111
E01024879,2045
E01024880,1399
E01024881,1469
E01024882,1608
E01024883,1573
E01024884,1701
E01024885,1690
E01024886,1644
E01024887,1526
E01024888,1994
E01024889,1278
E01024890,1680
E01024891,2072
E01024892,1666
E01024893,2085
E01024894,1399
E01024895,2136
E01024896,1564
E01024897,1625
E01024898,2148
E01024899,1667
E01024900,1767
E01024901,1729
E01024902,2050
E01024903,1273
E01024904,1897
E01024905,1279
E01024906,2327
E01024907,1420
E01024908,1802
E01024909,1835
E01024910,1511
E01024911,1901
E01024912,1307
E01024913,1282
E01024914,1359
E01024915,2741
E01024916,1776
E01024917,1728
E01024918,1779
E01024920,1900
E01024921,2044
E01024922,1466
E01024923,1297
E01024924,1411
E01024925,1743
E01024926,2470
E01024927,1794
E01024928,1443
E01024930,1517
E01024931,1513
E01024933,1320
E01024934,1720
E01024935,1275
E01024936,1836
E01024937,1680
E01024938,2139
E01024939,2357
E01024940,1800
E01024941,2018
E01024942,1611
E01024943,2456
E01024944,2274
E01024946,1218
E01024947,1299
E01024948,1693
E01024950,1327
E01024951,1196
E01024952,1216
E01024953,1356
E01024954,1499
E01024955,1369
E01024956,2123
E01024957,2953
E01024958,1371
E01024959,1972
E01024960,1792
E01024961,1557
E01024962,1491
E01024963,1522
E01024964,1586
E01024965,1438
E01024966,1871
E01024967,1265
E01024968,2300
E01024969,1460
E01024970,1381
E01024971,1441
E01024972,1236
E01024973,2125
E01024974,1560
E01024975,3083
E01024976,1537
E01024977,2828
E01024978,1320
E01024979,1399
E01024980,1356
E01034337,1903
E01034338,1353
E01034339,2418
E01034340,2123
E01034341,1690
E01034342,1757
E01034343,1368
E01034344,1689
E01034345,1290
E01024981,1336
E01024982,1391
E01024983,1465
E01024984,1494
E01024985,1427
E01024986,1680
E01024987,1476
E01024988,1609
E01024989,1540
E01024990,1494
E01024991,964
E01024992,1351
E01024993,1811
E01024994,1611
E01024995,1344
E01024996,1168
E01024997,1524
E01024998,1700
E01024999,1517
E01025000,1209
E01025001,2290
E01025002,1608
E01025003,1735
E01025004,1389
E01025005,1485
E01025006,1242
E01025007,2203
E01025008,1125
E01025009,1589
E01025010,1764
E01025011,1546
E01025012,2842
E01025013,1776
E01025014,1777
E01025015,1903
E01025016,2341
E01025017,1516
E01025018,1365
E01025019,2024
E01025020,1403
E01025021,1394
E01025022,1837
E01025023,1235
E01025024,2487
E01025025,1582
E01025026,1465
E01025027,1672
E01025028,1631
E01025029,3422
E01025030,2372
E01025031,2316
E01025032,1473
E01025033,2176
E01025034,1793
E01025035,1457
E01025036,1876
E01025037,1613
E01025038,1322
E01025039,1198
E01025040,1543
E01025041,1750
E01025042,2398
E01025044,1313
E01025045,1245
E01025046,1356
E01025048,1504
E01025049,1531
E01025050,1538
E01025051,1670
E01025052,1571
E01025053,1592
E01025054,1679
E01025055,1614
E01025056,1281
E01025057,1690
E01025058,1434
E01025059,2045
E01025060,1516
E01025061,1877
E01025062,1703
E01025063,1529
E01025064,1516
E01025065,1763
E01025066,1564
E01025067,1631
E01025068,1749
E01025069,1399
E01025070,1405
E01025071,1346
E01025072,1650
E01025073,1290
E01025074,1318
E01025075,1774
E01025076,1353
E01025077,1567
E01025078,1507
E01025079,1638
E01025080,1473
E01025081,1592
E01025082,1735
E01025083,2338
E01025084,1989
E01034335,1895
E01034336,2279
E01025085,1411
E01025086,1323
E01025087,1339
E01025088,980
E01025089,1396
E01025090,1566
E01025091,1601
E01025092,1280
E01025093,2519
E01025094,1409
E01025095,2754
E01025096,1593
E01025097,1560
E01025098,1380
E01025099,2346
E01025100,2434
E01025101,1398
E01025102,1494
E01025103,1268
E01025105,5132
E01025106,2180
E01025107,1830
E01025108,1641
E01025109,1478
E01025110,1673
E01025111,1812
E01025112,1544
E01025113,1561
E01025114,1464
E01025115,1496
E01025116,1282
E01025117,1439
E01025118,1093
E01025119,1327
E01025120,1432
E01025121,2078
E01025122,1622
E01025123,2618
E01025124,1517
E01025126,2092
E01025127,1381
E01025128,1408
E01025130,2491
E01025131,1587
E01025132,1458
E01025133,1715
E01025136,1543
E01025137,1465
E01025138,1371
E01025139,1602
E01025140,1338
E01025141,1373
E01025142,1630
E01025143,1436
E01025144,1777
E01025145,1517
E01025146,1946
E01025147,1485
E01025148,2102
E01025149,2258
E01025150,1581
E01025151,1635
E01025152,1575
E01025153,1270
E01025154,1364
E01025155,1278
E01025156,1422
E01025157,1176
E01025158,1422
E01025159,1355
E01025160,1446
E01025161,1092
E01025162,1433
E01025163,1354
E01025164,1416
E01025165,1495
E01025166,1207
E01025167,1158
E01025168,1074
E01025169,1184
E01025170,1685
E01025171,1957
E01025172,1339
E01025173,1696
E01033071,2006
E01033072,2838
E01033073,1860
E01034763,2443
E01025174,1609
E01025175,1484
E01025176,2050
E01025177,1675
E01025178,1877
E01025179,1514
E01025180,1863
E01025181,1776
E01025182,1963
E01025183,2154
E01025184,2266
E01025185,2273
E01025186,2092
E01025187,1585
E01025188,2549
E01025189,1937
E01025190,1749
E01025191,1397
E01025192,1508
E01025193,1340
E01025194,1362
E01025195,1206
E01025196,1554
E01025197,1207
E01025198,1583
E01025199,1820
E01025200,1515
E01025201,1459
E01025202,1371
E01025203,1757
E01025204,1775
E01025205,1217
E01025206,1358
E01025207,1155
E01025208,1265
E01025209,1729
E01025210,2087
E01025211,1572
E01025212,1661
E01025213,1597
E01025214,1560
E01025215,1703
E01025216,2728
E01025217,1809
E01025218,1443
E01025219,1717
E01025220,1502
E01025221,1716
E01025222,1478
E01025223,1364
E01025224,2771
E01025225,2020
E01025226,1694
E01025227,2024
E01025228,2049
E01025229,2928
E01025230,2360
E01025231,1509
E01025232,1667
E01025233,1319
